checking_status,duration,credit_history,purpose,credit_amount,savings,employment,installment_rate,personal_status_sex,other_debtors,residence_since,property,age,other_installment,housing,existing_credits,job,num_dependents,telephone,foreign_worker,target,default,thin_file,income_proxy,country
A11,15,A34,A42,280.0,A61,A73,2,A91,A101,3,A122,25,A143,A152,2,A173,1,A191,A201,1,0,0,5134.0,INDIA
A12,9,A32,A43,323.0,A61,A75,4,A93,A101,4,A123,27,A143,A152,2,A172,1,A191,A201,1,0,1,3574.0,INDIA
A14,27,A34,A42,1245.0,A64,A72,4,A93,A101,2,A121,32,A142,A152,2,A172,2,A192,A201,1,0,1,15066.0,INDIA
A14,21,A32,A43,794.0,A65,A75,4,A93,A101,3,A122,41,A143,A152,1,A173,1,A192,A201,1,0,0,10264.0,INDIA
A11,24,A32,A40,226.0,A65,A75,4,A92,A101,2,A123,29,A141,A152,1,A173,1,A191,A201,2,1,0,2865.0,INDIA
A12,36,A32,A40,3989.0,A65,A73,1,A93,A101,4,A124,37,A143,A153,1,A173,1,A192,A201,2,1,1,68571.0,INDIA
A12,54,A30,A49,4405.0,A61,A72,3,A93,A101,4,A124,58,A143,A151,1,A173,1,A192,A201,2,1,1,102823.0,INDIA
A11,18,A32,A42,1293.0,A61,A73,2,A93,A102,3,A123,42,A143,A152,1,A173,1,A191,A201,2,1,0,32216.0,INDIA
A14,24,A32,A41,725.0,A64,A73,2,A92,A101,4,A123,28,A143,A151,1,A173,1,A192,A201,1,0,0,15506.0,INDIA
A14,12,A34,A40,367.0,A63,A73,4,A93,A101,4,A121,44,A143,A152,1,A173,1,A192,A201,1,0,0,4983.0,INDIA
A14,24,A34,A41,539.0,A65,A74,4,A93,A101,4,A123,43,A143,A152,2,A173,2,A192,A201,1,0,1,13024.0,INDIA
A13,36,A32,A43,1042.0,A61,A73,4,A93,A101,2,A123,26,A143,A152,1,A173,1,A191,A201,2,1,1,17969.0,INDIA
A14,21,A32,A41,1659.0,A65,A73,1,A93,A101,3,A123,26,A143,A152,1,A173,1,A191,A201,1,0,1,18628.0,INDIA
A14,24,A34,A41,745.0,A61,A74,4,A93,A101,3,A123,35,A143,A152,2,A173,1,A192,A201,1,0,1,11874.0,INDIA
A11,15,A30,A40,251.0,A61,A75,4,A93,A101,3,A123,33,A143,A151,2,A173,2,A191,A201,2,1,0,4221.0,INDIA
A12,12,A32,A43,411.0,A61,A72,1,A94,A101,1,A121,23,A143,A151,1,A173,1,A191,A201,2,1,1,6505.0,INDIA
A12,45,A34,A43,1310.0,A61,A72,4,A93,A101,2,A122,25,A143,A152,2,A172,1,A191,A201,2,1,0,33128.0,INDIA
A12,18,A32,A43,304.0,A61,A73,4,A92,A103,4,A121,26,A143,A152,1,A172,2,A191,A201,1,0,0,7410.0,INDIA
A14,6,A34,A43,482.0,A65,A73,1,A93,A101,2,A121,34,A143,A152,2,A172,2,A191,A201,1,0,0,11203.0,INDIA
A11,24,A34,A41,927.0,A61,A75,4,A93,A101,4,A122,63,A143,A152,2,A173,1,A192,A201,1,0,1,12465.0,INDIA
A14,18,A34,A43,467.0,A61,A73,4,A93,A101,2,A123,24,A143,A152,2,A173,1,A191,A201,1,0,0,11777.0,INDIA
A11,48,A30,A41,1369.0,A61,A75,3,A93,A101,4,A124,24,A143,A153,2,A173,2,A191,A201,2,1,0,31375.0,INDIA
A14,12,A34,A49,344.0,A61,A73,4,A92,A103,2,A121,29,A143,A152,2,A174,1,A192,A201,1,0,0,4964.0,INDIA
A14,9,A32,A42,555.0,A62,A72,2,A92,A101,4,A122,22,A143,A151,1,A173,1,A191,A201,1,0,1,12436.0,INDIA
A14,24,A34,A46,564.0,A65,A73,3,A92,A101,2,A123,33,A143,A152,2,A173,1,A192,A201,1,0,1,11004.0,INDIA
A14,12,A32,A43,607.0,A65,A73,4,A93,A101,4,A124,37,A143,A153,1,A173,1,A192,A201,1,0,0,11371.0,INDIA
A12,18,A30,A40,668.0,A62,A72,3,A92,A101,3,A123,28,A143,A152,2,A173,1,A191,A201,2,1,0,8666.0,INDIA
A11,15,A32,A49,198.0,A61,A73,4,A92,A101,4,A122,22,A143,A152,1,A172,1,A191,A201,1,0,1,3984.0,INDIA
A12,24,A32,A41,1307.0,A63,A72,3,A92,A101,4,A123,28,A143,A151,1,A173,1,A191,A201,2,1,0,16676.0,INDIA
A14,36,A33,A49,2401.0,A65,A72,4,A93,A101,4,A123,27,A143,A151,2,A173,1,A192,A201,2,1,0,33352.0,INDIA
A14,9,A32,A42,717.0,A62,A72,2,A92,A101,4,A122,22,A143,A151,1,A173,1,A191,A201,1,0,0,9560.0,INDIA
A13,12,A31,A43,102.0,A64,A73,3,A92,A101,3,A121,42,A143,A151,2,A173,1,A191,A201,1,0,1,2835.0,INDIA
A14,12,A32,A40,170.0,A61,A73,4,A91,A101,2,A121,49,A143,A152,1,A172,1,A191,A201,1,0,0,2722.0,INDIA
A12,12,A32,A43,358.0,A61,A72,2,A93,A101,1,A123,22,A142,A152,1,A173,1,A191,A201,2,1,1,6176.0,INDIA
A12,10,A32,A42,431.0,A61,A73,4,A91,A101,2,A123,31,A143,A152,1,A172,1,A191,A201,1,0,0,7184.0,INDIA
A14,12,A34,A42,331.0,A61,A72,2,A92,A101,4,A122,22,A143,A151,2,A172,1,A191,A201,1,0,0,8874.0,INDIA
A12,9,A34,A43,281.0,A61,A75,2,A93,A101,4,A121,37,A143,A152,3,A172,1,A191,A201,1,0,1,5875.0,INDIA
A11,24,A34,A41,1779.0,A61,A71,2,A93,A101,4,A124,75,A143,A153,2,A174,1,A192,A201,1,0,1,48348.0,INDIA
A11,42,A33,A43,1133.0,A61,A74,3,A93,A101,2,A122,26,A141,A152,2,A173,2,A192,A201,2,1,0,18444.0,INDIA
A14,10,A32,A40,354.0,A65,A73,4,A93,A103,4,A122,27,A143,A152,1,A172,1,A191,A201,2,1,0,4609.0,INDIA
A12,24,A32,A43,957.0,A63,A71,1,A92,A101,4,A124,23,A143,A151,1,A171,1,A191,A201,1,0,0,19895.0,INDIA
A11,9,A32,A40,170.0,A61,A73,4,A93,A101,3,A123,28,A143,A152,1,A172,1,A191,A201,2,1,0,2904.0,INDIA
A13,36,A32,A43,1224.0,A61,A73,4,A93,A101,2,A123,26,A143,A152,1,A173,1,A191,A201,2,1,0,30739.0,INDIA
A12,18,A30,A42,878.0,A61,A73,1,A92,A101,4,A123,33,A141,A152,2,A173,1,A192,A201,1,0,0,23248.0,INDIA
A14,15,A32,A41,1243.0,A61,A73,3,A93,A101,2,A123,30,A143,A152,1,A173,1,A192,A201,1,0,0,24011.0,INDIA
A14,30,A33,A49,1208.0,A62,A73,2,A93,A101,2,A122,26,A143,A152,2,A172,1,A191,A201,1,0,1,33940.0,INDIA
A14,18,A33,A43,703.0,A61,A71,2,A94,A101,3,A121,34,A143,A152,2,A173,1,A191,A201,1,0,1,14575.0,INDIA
A13,18,A31,A43,390.0,A65,A74,4,A93,A101,4,A123,49,A141,A152,1,A172,1,A191,A201,1,0,0,6150.0,INDIA
A12,9,A34,A43,332.0,A61,A75,2,A93,A101,4,A121,37,A143,A152,3,A172,1,A191,A201,1,0,0,6509.0,INDIA
A12,15,A32,A43,461.0,A65,A72,4,A93,A101,1,A122,23,A143,A152,1,A173,1,A191,A201,1,0,1,5374.0,INDIA
A12,9,A31,A40,405.0,A62,A74,2,A93,A101,3,A124,29,A143,A152,1,A173,1,A191,A201,2,1,0,10186.0,INDIA
A11,24,A31,A40,375.0,A61,A71,1,A92,A102,4,A124,29,A143,A151,2,A171,1,A191,A201,2,1,0,4794.0,INDIA
A11,39,A34,A42,4320.0,A65,A74,4,A93,A101,4,A122,30,A143,A152,2,A174,1,A192,A201,1,0,0,70995.0,INDIA
A14,15,A32,A41,926.0,A62,A72,1,A92,A101,4,A123,23,A143,A152,1,A173,1,A192,A201,1,0,0,19399.0,INDIA
A14,12,A32,A43,213.0,A61,A73,4,A94,A101,2,A121,28,A143,A152,1,A173,1,A191,A201,1,0,0,2504.0,INDIA
A12,9,A32,A43,628.0,A61,A73,2,A93,A101,2,A121,37,A143,A152,1,A172,2,A191,A201,1,0,0,7785.0,INDIA
A14,24,A32,A41,860.0,A61,A72,4,A92,A101,1,A124,29,A143,A152,1,A174,1,A192,A201,1,0,0,19996.0,INDIA
A12,24,A32,A43,544.0,A61,A75,4,A92,A101,4,A123,20,A143,A152,1,A173,1,A192,A201,1,0,0,6671.0,INDIA
A13,24,A32,A40,233.0,A61,A74,4,A93,A101,3,A124,38,A141,A153,1,A173,2,A191,A201,2,1,0,4519.0,INDIA
A12,24,A32,A42,1241.0,A65,A73,1,A92,A101,4,A122,48,A143,A152,1,A172,1,A192,A201,1,0,0,21049.0,INDIA
A14,24,A34,A42,1280.0,A61,A75,4,A93,A101,4,A123,33,A143,A152,1,A173,1,A192,A201,1,0,1,19218.0,INDIA
A14,15,A32,A41,1402.0,A61,A73,3,A93,A101,2,A123,30,A143,A152,1,A173,1,A192,A201,1,1,1,20080.0,INDIA
A11,36,A32,A410,4450.0,A61,A71,2,A91,A102,3,A123,43,A143,A152,1,A174,1,A191,A201,1,0,0,108740.0,INDIA
A12,18,A32,A43,259.0,A61,A73,4,A94,A103,2,A121,25,A143,A152,1,A172,1,A191,A201,1,0,0,7187.0,INDIA
A14,24,A34,A43,1587.0,A61,A72,3,A94,A101,3,A124,47,A143,A153,3,A173,1,A192,A201,1,0,1,21372.0,INDIA
A12,6,A33,A42,305.0,A61,A71,4,A93,A101,1,A122,35,A142,A152,2,A174,1,A192,A201,1,0,1,8507.0,INDIA
A14,30,A34,A43,819.0,A61,A73,4,A92,A101,2,A123,33,A143,A152,1,A173,1,A192,A201,1,0,0,17582.0,INDIA
A11,18,A34,A40,1195.0,A61,A75,1,A92,A101,4,A121,33,A141,A151,3,A173,1,A192,A201,2,1,1,26640.0,INDIA
A14,60,A34,A40,4247.0,A65,A75,2,A93,A101,4,A124,63,A141,A153,1,A174,1,A192,A201,1,0,0,99782.0,INDIA
A14,36,A32,A49,1786.0,A62,A74,2,A93,A101,2,A123,31,A143,A152,2,A173,1,A192,A201,1,0,1,41779.0,INDIA
A12,36,A32,A43,644.0,A62,A73,4,A92,A102,4,A124,50,A143,A153,1,A173,1,A191,A201,2,1,1,16376.0,INDIA
A11,6,A32,A46,128.0,A61,A72,4,A92,A101,4,A122,23,A143,A152,1,A173,1,A191,A201,2,1,0,2497.0,INDIA
A14,12,A32,A43,548.0,A62,A74,3,A93,A101,1,A124,35,A143,A152,1,A173,1,A191,A201,1,0,1,11172.0,INDIA
A12,15,A32,A45,816.0,A62,A73,3,A92,A101,2,A121,25,A143,A152,1,A172,1,A191,A201,1,0,1,13627.0,INDIA
A12,18,A32,A40,1831.0,A61,A74,3,A93,A101,3,A121,28,A143,A151,1,A172,1,A191,A201,1,0,1,23533.0,INDIA
A12,48,A33,A49,1826.0,A65,A73,4,A93,A101,4,A124,38,A143,A153,1,A173,2,A192,A201,1,0,1,41446.0,INDIA
A12,36,A32,A42,2293.0,A62,A72,4,A93,A102,1,A124,29,A143,A151,1,A174,1,A192,A201,2,1,1,26579.0,INDIA
A11,12,A32,A42,432.0,A61,A73,2,A92,A102,3,A122,30,A143,A152,1,A173,1,A191,A201,1,0,1,6848.0,INDIA
A12,36,A32,A40,3681.0,A65,A73,1,A93,A101,4,A124,37,A143,A153,1,A173,1,A192,A201,2,1,1,46596.0,INDIA
A14,24,A32,A43,391.0,A61,A72,4,A92,A101,3,A123,38,A142,A152,1,A173,1,A192,A201,1,1,1,5614.0,INDIA
A14,39,A32,A41,2111.0,A62,A75,4,A93,A101,2,A123,45,A143,A152,1,A174,1,A192,A201,1,0,0,46952.0,INDIA
A12,6,A32,A43,184.0,A61,A72,3,A94,A101,3,A121,26,A143,A152,1,A172,1,A191,A202,1,0,0,4059.0,INDIA
A14,18,A34,A43,676.0,A61,A73,2,A92,A101,1,A123,25,A143,A152,2,A173,1,A191,A201,1,0,0,12446.0,INDIA
A14,18,A32,A43,287.0,A65,A72,4,A92,A101,2,A121,21,A143,A151,1,A173,1,A192,A201,1,0,1,3612.0,INDIA
A12,18,A32,A40,1644.0,A61,A74,3,A93,A101,3,A121,28,A143,A151,1,A172,1,A191,A201,1,0,0,30623.0,INDIA
A11,21,A32,A43,1073.0,A64,A72,4,A92,A101,2,A123,29,A141,A152,1,A173,1,A191,A201,1,0,0,18465.0,INDIA
A11,18,A32,A43,773.0,A61,A73,4,A93,A101,4,A124,65,A143,A153,2,A173,1,A191,A201,2,1,0,18305.0,INDIA
A11,36,A33,A49,621.0,A61,A74,2,A93,A101,1,A123,24,A143,A152,2,A173,1,A192,A201,2,1,1,13160.0,INDIA
A14,24,A32,A43,1568.0,A65,A72,1,A92,A101,1,A123,44,A143,A152,2,A173,1,A192,A201,2,1,1,30814.0,INDIA
A14,18,A34,A43,474.0,A61,A73,4,A93,A101,2,A123,24,A143,A152,2,A173,1,A191,A201,1,0,1,9277.0,INDIA
A12,18,A32,A40,1511.0,A61,A74,3,A93,A101,3,A121,28,A143,A151,1,A172,1,A191,A201,1,0,1,42318.0,INDIA
A12,48,A32,A43,1780.0,A61,A73,2,A92,A101,2,A121,22,A143,A152,1,A173,1,A191,A201,2,1,0,43273.0,INDIA
A12,15,A32,A45,316.0,A61,A75,4,A93,A101,4,A123,38,A143,A152,2,A172,1,A191,A201,1,0,0,6240.0,INDIA
A14,10,A32,A40,325.0,A61,A73,2,A92,A101,4,A123,64,A143,A152,1,A173,1,A192,A201,1,0,1,6316.0,INDIA
A12,24,A33,A43,465.0,A62,A74,3,A92,A101,2,A122,23,A143,A151,2,A173,1,A192,A201,1,0,0,5332.0,INDIA
A14,36,A33,A40,3455.0,A61,A75,2,A93,A101,2,A123,45,A143,A152,2,A173,2,A192,A201,1,0,0,95317.0,INDIA
A11,30,A32,A41,1163.0,A61,A73,4,A91,A101,4,A122,40,A143,A152,1,A174,1,A192,A201,1,0,1,19326.0,INDIA
A12,36,A31,A44,1108.0,A65,A72,3,A92,A101,2,A124,29,A141,A152,1,A171,1,A191,A201,1,0,0,17179.0,INDIA
A14,15,A32,A41,1299.0,A61,A73,3,A93,A101,2,A123,30,A143,A152,1,A173,1,A192,A201,1,1,1,37138.0,INDIA
A14,30,A33,A49,1173.0,A62,A73,2,A93,A101,2,A122,26,A143,A152,2,A172,1,A191,A201,1,0,0,27740.0,INDIA
A14,24,A33,A49,2294.0,A61,A72,2,A93,A101,2,A123,27,A141,A152,2,A173,1,A192,A201,2,1,1,27146.0,INDIA
A14,60,A33,A43,4411.0,A61,A74,2,A93,A101,4,A123,21,A143,A152,2,A173,1,A192,A201,1,0,0,53325.0,INDIA
A11,12,A34,A40,959.0,A61,A73,3,A92,A102,2,A121,29,A143,A152,2,A173,1,A191,A201,2,1,0,10979.0,INDIA
A14,12,A32,A43,364.0,A61,A73,3,A93,A101,2,A123,25,A143,A152,1,A173,1,A191,A201,1,0,0,7845.0,INDIA
A14,24,A34,A43,1599.0,A61,A72,3,A94,A101,3,A124,47,A143,A153,3,A173,1,A192,A201,1,0,0,19603.0,INDIA
A13,24,A34,A49,410.0,A64,A73,2,A91,A101,4,A121,36,A143,A152,2,A173,1,A192,A201,1,0,0,11245.0,INDIA
A14,36,A32,A49,1405.0,A62,A74,2,A93,A101,2,A123,31,A143,A152,2,A173,1,A192,A201,1,0,0,38623.0,INDIA
A12,9,A32,A43,573.0,A61,A73,2,A93,A101,2,A121,37,A143,A152,1,A172,2,A191,A201,1,0,0,11810.0,INDIA
A14,36,A34,A41,1479.0,A61,A75,2,A93,A101,2,A122,35,A143,A152,2,A173,2,A192,A201,1,0,1,32320.0,INDIA
A14,12,A34,A43,192.0,A61,A75,4,A93,A101,4,A121,52,A143,A152,3,A173,1,A191,A201,1,0,0,3098.0,INDIA
A11,12,A30,A40,284.0,A61,A73,4,A93,A101,4,A123,48,A141,A152,2,A173,1,A191,A201,2,1,0,3444.0,INDIA
A11,42,A34,A45,858.0,A61,A71,4,A93,A102,4,A123,65,A143,A152,2,A171,1,A191,A201,1,0,0,20574.0,INDIA
A14,27,A33,A49,1546.0,A61,A74,3,A93,A101,4,A123,26,A143,A152,2,A173,1,A191,A201,1,0,0,19776.0,INDIA
A14,24,A34,A42,1056.0,A64,A73,4,A93,A101,4,A121,50,A143,A152,1,A173,1,A192,A201,1,0,0,13206.0,INDIA
A14,12,A32,A42,557.0,A61,A73,3,A93,A101,2,A121,24,A143,A151,1,A172,1,A191,A201,1,0,0,9178.0,INDIA
A14,18,A32,A43,355.0,A61,A72,3,A94,A101,4,A121,39,A143,A152,1,A173,1,A192,A201,1,0,1,3983.0,INDIA
A11,30,A32,A42,757.0,A61,A72,2,A91,A101,4,A122,31,A143,A152,1,A172,1,A191,A201,2,1,1,14110.0,INDIA
A13,42,A34,A41,1304.0,A61,A75,4,A93,A101,4,A124,56,A143,A153,1,A173,1,A191,A201,1,0,0,30586.0,INDIA
A14,24,A32,A43,465.0,A62,A73,4,A93,A101,4,A123,29,A143,A151,1,A174,1,A192,A201,1,0,0,11673.0,INDIA
A14,12,A32,A43,230.0,A65,A73,4,A92,A101,2,A123,21,A143,A152,1,A173,1,A191,A201,1,0,1,4976.0,INDIA
A14,18,A34,A43,352.0,A61,A71,4,A92,A101,4,A123,65,A143,A152,2,A171,1,A191,A201,1,0,0,9119.0,INDIA
A14,15,A32,A41,332.0,A65,A75,4,A93,A101,4,A124,45,A141,A153,1,A173,2,A191,A201,1,0,0,6027.0,INDIA
A12,12,A32,A42,242.0,A62,A72,4,A92,A101,4,A123,27,A141,A151,4,A173,1,A191,A201,2,1,1,6277.0,INDIA
A14,48,A32,A49,1386.0,A61,A71,3,A93,A101,2,A123,33,A141,A151,1,A174,1,A192,A201,2,1,0,27601.0,INDIA
A11,21,A32,A40,1053.0,A65,A74,2,A93,A102,2,A121,24,A143,A152,1,A172,1,A191,A202,1,0,0,15716.0,INDIA
A11,12,A32,A40,218.0,A61,A74,4,A93,A101,2,A121,26,A143,A152,1,A173,1,A191,A201,2,1,1,6020.0,INDIA
A11,18,A32,A40,263.0,A61,A72,1,A92,A101,2,A123,23,A143,A152,1,A172,1,A191,A201,2,1,0,4166.0,INDIA
A11,18,A32,A42,757.0,A61,A73,2,A93,A101,2,A123,22,A143,A152,1,A173,1,A191,A201,2,1,0,8676.0,INDIA
A14,18,A32,A43,512.0,A61,A72,4,A93,A101,1,A121,33,A143,A152,1,A173,1,A191,A201,1,0,0,7819.0,INDIA
A14,9,A34,A46,256.0,A63,A75,4,A93,A101,2,A123,52,A143,A152,2,A173,1,A192,A201,1,0,1,4468.0,INDIA
A13,10,A34,A40,231.0,A61,A75,4,A93,A101,4,A124,63,A143,A153,2,A173,1,A192,A201,1,0,0,3969.0,INDIA
A12,9,A31,A41,1595.0,A61,A75,2,A92,A101,4,A124,74,A141,A153,1,A174,2,A192,A201,2,1,0,32273.0,INDIA
A11,8,A34,A40,914.0,A61,A74,1,A93,A101,4,A121,39,A143,A152,2,A172,1,A191,A202,1,0,0,24260.0,INDIA
A12,12,A32,A48,215.0,A65,A75,4,A93,A101,4,A122,38,A143,A152,2,A173,1,A191,A201,1,0,0,3471.0,INDIA
A14,6,A33,A49,425.0,A62,A73,1,A93,A101,2,A121,34,A143,A152,2,A172,1,A191,A201,1,0,0,8570.0,INDIA
A11,24,A32,A41,709.0,A65,A75,2,A92,A101,4,A121,26,A143,A151,1,A173,1,A191,A201,1,0,0,12043.0,INDIA
A12,18,A34,A42,1551.0,A61,A75,2,A93,A101,1,A124,41,A143,A152,1,A173,1,A192,A201,1,0,1,39493.0,INDIA
A14,21,A34,A40,3793.0,A65,A75,4,A93,A101,4,A124,30,A143,A153,1,A174,1,A192,A201,2,1,0,52244.0,INDIA
A11,12,A32,A40,496.0,A61,A73,4,A92,A103,4,A122,29,A143,A152,1,A173,1,A192,A201,1,0,1,6360.0,INDIA
A12,9,A32,A43,499.0,A61,A72,4,A92,A101,2,A123,22,A143,A152,1,A173,1,A192,A201,2,1,0,9907.0,INDIA
A14,24,A33,A49,2106.0,A61,A72,2,A93,A101,2,A123,27,A141,A152,2,A173,1,A192,A201,2,1,0,48070.0,INDIA
A14,15,A34,A43,453.0,A61,A73,4,A92,A101,2,A123,43,A143,A152,1,A172,1,A191,A201,1,0,1,11326.0,INDIA
A14,15,A32,A40,1096.0,A65,A73,3,A93,A101,2,A124,29,A143,A152,1,A173,1,A191,A201,1,0,0,23430.0,INDIA
A11,12,A32,A40,186.0,A61,A74,4,A93,A101,2,A121,26,A143,A152,1,A173,1,A191,A201,2,1,1,4579.0,INDIA
A11,6,A34,A40,206.0,A61,A75,1,A92,A101,4,A124,39,A143,A152,2,A173,1,A192,A201,1,0,0,3690.0,INDIA
A14,12,A34,A40,166.0,A62,A74,4,A92,A101,3,A123,51,A143,A152,2,A173,1,A192,A201,1,0,1,1922.0,INDIA
A14,27,A34,A42,1402.0,A64,A72,4,A93,A101,2,A121,32,A142,A152,2,A172,2,A192,A201,1,0,0,18287.0,INDIA
A14,18,A34,A43,162.0,A63,A75,4,A93,A101,3,A122,32,A141,A152,2,A174,1,A192,A201,1,1,1,1892.0,INDIA
A11,18,A32,A43,382.0,A61,A73,4,A94,A101,3,A121,26,A141,A152,1,A173,1,A191,A201,2,1,0,6414.0,INDIA
A14,10,A32,A40,388.0,A62,A73,3,A93,A101,2,A121,35,A143,A151,1,A172,1,A191,A202,1,0,0,7652.0,INDIA
A14,30,A32,A43,569.0,A65,A75,4,A93,A101,4,A123,58,A143,A152,1,A173,1,A192,A201,1,0,0,9827.0,INDIA
A12,30,A33,A43,536.0,A62,A72,4,A93,A101,3,A124,30,A142,A152,2,A174,1,A191,A201,2,1,0,11184.0,INDIA
A11,42,A33,A43,1224.0,A61,A74,3,A93,A101,2,A122,26,A141,A152,2,A173,2,A192,A201,2,1,0,23817.0,INDIA
A14,12,A34,A45,320.0,A65,A74,4,A92,A101,4,A121,23,A143,A152,2,A173,1,A191,A201,1,0,0,7338.0,INDIA
A11,15,A32,A44,320.0,A65,A73,4,A92,A101,2,A123,24,A143,A151,1,A173,1,A191,A201,2,1,1,7276.0,INDIA
A13,6,A34,A40,413.0,A61,A75,1,A93,A101,4,A121,46,A143,A152,2,A173,2,A191,A202,1,0,0,6855.0,INDIA
A11,18,A32,A46,182.0,A61,A71,4,A92,A101,1,A121,27,A143,A152,1,A171,1,A191,A201,2,1,1,3111.0,INDIA
A14,36,A34,A41,1588.0,A64,A75,4,A93,A101,2,A123,38,A143,A152,2,A174,1,A192,A201,1,0,0,33822.0,INDIA
A14,13,A32,A43,440.0,A62,A71,2,A92,A101,4,A121,64,A143,A152,1,A173,1,A191,A201,1,0,1,9459.0,INDIA
A12,24,A32,A41,1209.0,A63,A72,3,A92,A101,4,A123,28,A143,A151,1,A173,1,A191,A201,2,1,0,19995.0,INDIA
A11,9,A32,A40,193.0,A61,A73,4,A93,A101,3,A123,28,A143,A152,1,A172,1,A191,A201,2,1,0,3245.0,INDIA
A12,48,A30,A40,2174.0,A63,A72,1,A92,A101,1,A123,30,A143,A152,2,A173,1,A191,A201,1,0,0,50470.0,INDIA
A14,6,A32,A43,368.0,A62,A75,2,A93,A101,4,A124,42,A141,A153,1,A173,2,A192,A201,1,0,0,8241.0,INDIA
A11,24,A32,A40,371.0,A65,A73,4,A92,A101,2,A122,35,A143,A152,1,A173,1,A191,A201,2,1,0,4963.0,INDIA
A12,24,A34,A43,491.0,A61,A75,4,A93,A101,2,A122,48,A143,A152,2,A172,1,A191,A201,1,0,0,9212.0,INDIA
A14,10,A32,A40,356.0,A65,A75,4,A93,A102,2,A122,45,A143,A152,1,A172,1,A191,A202,1,0,0,9509.0,INDIA
A11,12,A32,A44,197.0,A62,A71,4,A92,A101,3,A122,22,A143,A152,1,A173,1,A191,A201,2,1,0,2293.0,INDIA
A11,18,A34,A40,1398.0,A61,A75,2,A93,A101,4,A124,36,A143,A153,3,A174,1,A192,A201,1,0,0,36419.0,INDIA
A14,21,A34,A40,3285.0,A65,A75,4,A93,A101,4,A124,30,A143,A153,1,A174,1,A192,A201,2,1,1,45569.0,INDIA
A11,18,A32,A42,661.0,A61,A73,2,A93,A101,2,A123,22,A143,A152,1,A173,1,A191,A201,2,1,1,13172.0,INDIA
A14,15,A34,A43,366.0,A61,A73,4,A92,A101,2,A123,43,A143,A152,1,A172,1,A191,A201,1,0,1,6759.0,INDIA
A11,12,A32,A42,578.0,A61,A72,4,A92,A101,1,A123,22,A143,A151,1,A173,1,A191,A201,1,0,0,6461.0,INDIA
A14,30,A34,A43,1718.0,A61,A74,3,A93,A102,2,A123,38,A143,A152,1,A173,1,A191,A201,1,0,0,46577.0,INDIA
A14,24,A32,A41,1948.0,A61,A74,3,A93,A101,3,A123,38,A143,A152,1,A174,1,A192,A201,1,0,0,37025.0,INDIA
A12,48,A32,A43,1763.0,A61,A73,2,A92,A101,2,A121,22,A143,A152,1,A173,1,A191,A201,2,1,0,49003.0,INDIA
A11,21,A32,A43,806.0,A61,A72,4,A92,A101,4,A122,28,A143,A151,1,A174,1,A192,A201,1,1,1,12934.0,INDIA
A11,10,A34,A40,268.0,A61,A74,4,A93,A102,3,A122,49,A143,A152,2,A173,1,A192,A201,1,0,0,7034.0,INDIA
A14,24,A33,A42,1040.0,A62,A73,2,A93,A101,3,A122,35,A143,A152,2,A173,1,A191,A201,1,0,0,28323.0,INDIA
A12,12,A32,A42,459.0,A61,A73,4,A93,A101,2,A122,37,A143,A152,1,A172,1,A191,A201,2,1,1,9547.0,INDIA
A14,12,A30,A42,668.0,A61,A75,2,A93,A101,4,A122,34,A143,A152,2,A173,1,A191,A201,1,0,1,9731.0,INDIA
A14,48,A34,A46,1845.0,A61,A73,1,A93,A101,3,A124,31,A141,A153,1,A173,1,A192,A201,1,0,1,42546.0,INDIA
A14,6,A34,A43,609.0,A65,A73,1,A93,A101,2,A121,34,A143,A152,2,A172,2,A191,A201,1,0,1,12583.0,INDIA
A14,12,A32,A43,740.0,A64,A74,2,A91,A101,4,A121,61,A143,A152,1,A172,1,A191,A201,1,0,1,20442.0,INDIA
A14,12,A32,A43,644.0,A62,A74,3,A93,A101,1,A124,35,A143,A152,1,A173,1,A191,A201,1,0,0,12063.0,INDIA
A12,36,A34,A43,570.0,A61,A75,4,A93,A101,4,A121,36,A143,A152,1,A173,1,A191,A201,1,0,0,8964.0,INDIA
A12,30,A30,A49,1215.0,A61,A73,2,A92,A101,1,A123,28,A143,A152,2,A173,1,A191,A201,1,0,0,16322.0,INDIA
A12,36,A33,A40,2241.0,A61,A73,2,A92,A101,2,A122,54,A143,A151,1,A173,1,A191,A201,1,0,0,52206.0,INDIA
A12,12,A34,A44,382.0,A61,A74,4,A93,A101,3,A122,26,A143,A152,1,A173,1,A191,A201,1,0,0,10751.0,INDIA
A12,48,A32,A40,2028.0,A65,A74,1,A92,A101,2,A123,24,A143,A152,1,A173,1,A191,A201,1,0,0,23320.0,INDIA
A14,14,A33,A40,231.0,A61,A73,4,A93,A101,2,A123,27,A143,A152,2,A172,1,A191,A201,1,0,0,5551.0,INDIA
A14,10,A32,A43,618.0,A61,A73,1,A93,A101,4,A122,38,A143,A152,1,A173,1,A192,A202,1,0,0,16880.0,INDIA
A14,18,A32,A41,877.0,A65,A73,2,A93,A101,1,A122,31,A143,A152,1,A173,1,A192,A201,1,0,0,10801.0,INDIA
A12,12,A34,A40,601.0,A63,A74,3,A91,A101,3,A123,36,A143,A152,1,A174,1,A192,A201,1,0,0,7776.0,INDIA
A14,60,A32,A40,2575.0,A61,A75,2,A93,A101,4,A122,42,A143,A152,1,A174,1,A192,A201,1,0,0,59684.0,INDIA
